enhancer	status	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41
Kr_chr2R_21106500_21107500	Dl09_1000	227.7	-4.0490342687	-1.071117458	1.144	0.8255	-1.9519128885	0.754	-11421.256804	1216.25	-1080.28955536	6	5.22184875	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.8617696762	2.2226638794	1.7369122505	-0.8697067211	0.777780056	1.8277263641	1365.57	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	20.2108	1208.52	2321.50537634	2464.33941998	5259.37223696	1277.5	7304.91594373	7819.44574187	959.799375975	458.056450441	5740.92937779
Kr_chr2R_21111512_21112512	Dl09_1000	4967.2	24.51	10.28	2.847	4.4085	1.753	2.156	8644.19	-10829.7231927	1172.13	15.79	5.934466966	-138.540774638	688	6.0786933899	3.1689620018	2.6296253204	3.2632937431	8.0693802833	6.0172128678	1.0676422119	6.694798708	5374.61	477.841008	1829.51	10012.82	1298.43	9554.8	2	1	69.0828	3613.1	1410.64883721	2255.79369085	6185.93652769	185.6	7304.91594373	7819.44574187	250.61133511	447.090629935	6530.34773446
Kr_chr2R_21119711_21120711	Dl09_1000	131.6	-4.0490342687	-1.071117458	-0.164	0.1505	-1.9519128885	0.235	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.8729553223	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	1.7915358543	1115.12	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	1303.28	-0.3207914114	-0.2961448371	5.28782	-784.212239968	1525.94777202	1499.65668663	5447.40945916	376.74	6079.25546286	6085.06214663	596.260813684	751.659059233	4620.50194776
hb_chr3R_4499976_4500976	Dl09_1000	90.4	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	0.033	-11421.256804	1228.63	1483.72	-1.8820256979	-1.7120711804	575	-92.1272047072	-0.5039210594	-0.6117277838	0.494682312	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	-1.6743389457	-808.162744989	-51.654581424	-704.086730004	1690.1	-1098.73702073	1381.8	1	-0.2961448371	-59.2812955354	-784.212239968	4013.0250118	4287.62088975	6971.19697916	4348.42733189	8048.95349165	8154.40045627	3930.19900498	3887.57928118	7041.70091743
hb_chr3R_4502128_4503128	Dl09_1000	-488.754195154	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	2639.31	1179.09	1197.06	-1.8820256979	0.824149117	693	-92.1272047072	-0.5039210594	-0.6117277838	0.7119007111	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	1.2522606849	-808.162744989	-51.654581424	1302.95	-634.173214937	1402.39	1447.23	1	-0.2961448371	-59.2812955354	-784.212239968	2191.86624274	3482.93326394	6971.19697916	1102.71794281	8048.95349165	8154.40045627	2076.10642344	1298.97828702	7041.70091743
hb_chr3R_4506287_4507287	Dl09_1000	-488.754195154	-4.0490342687	-1.071117458	-0.723	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	-1080.28955536	-1.8820256979	4.721246399	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.7259402275	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	1.8185725212	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	75.2404	-784.212239968	2409.51817913	1879.7752809	6971.19697916	2463.69183829	8048.95349165	8154.40045627	2410.101554	1320.25948104	7041.70091743
hb_chr3R_4508633_4509633	Dl09_1000	-488.754195154	-4.0490342687	-1.071117458	0.331	1.2865	-1.9519128885	-2.826286439	2441.51	-10829.7231927	-1080.28955536	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.7152061462	-0.583052405	2.2864599227	0.8785042763	-0.5370195267	2.392179966	-808.162744989	-51.654581424	-704.086730004	-634.173214937	1545.33	-658.634837531	-0.3207914114	-0.2961448371	47.9379	1358.03	1951.76380266	2708.42105263	6971.19697916	1292.21937062	8048.95349165	8154.40045627	937.588741259	1466.11966068	7041.70091743
hb_chr3R_4512675_4513675	Dl09_1000	243.7	3.68	-1.071117458	0.896	0.6985	0.432	0.362	1505.09	-10829.7231927	3765.67	8.54	17.055669308	-138.540774638	-92.1272047072	1.8546051979	-0.6117277838	1.1182346344	2.0842990875	8.4054689407	2.0258703232	-0.5370195267	3.762157917	1227.82	-51.654581424	1065.03	-634.173214937	1246.45	-658.634837531	1	-0.2961448371	126.2188	5382.28	1700.74300699	1646.5785381	6971.19697916	1193.394082	8048.95349165	8154.40045627	696.444117647	1281.2	7041.70091743
hb_chr3R_4519802_4520802	Dl09_1000	2296.3	7.67	3.4	0.638	2.1135	2.303	1.44	2552.78	-10829.7231927	1471.26	5.1	0.422339341	-138.540774638	436	5.1933445931	1.8048601151	2.1705150604	2.5375771523	4.481754303	3.6396965981	1.0447964668	2.4235029221	-808.162744989	282.68	-704.086730004	1482.69	1415.38	2881.38	1	2	-59.2812955354	3837.36	3377.54493604	3958.50117096	7347.4450471	2319.91979521	8048.95349165	8290.14799483	2467.74057222	3118.15157562	7041.70091743
hb_chr3R_4525340_4526340	Dl09_1000	4601.6	26.48	19.01	3.969	5.372	3.626	1.908	7287.46	1216.25	2618.46	12	13.611069345	586	405	6.7940149307	3.6134037972	2.4953112602	4.0608277321	8.8424143791	5.1417880058	2.6187095642	5.9150738716	-808.162744989	378.22	-704.086730004	5674.55	3921.27	7314.69	2	2	55.2735	-784.212239968	1846.12879884	968.35655759	7326.88391039	552.366535534	8048.95349165	8194.06224406	580.32989399	767.895992278	6932.65336828
hb_chr3R_4531077_4532077	Dl09_1000	-488.754195154	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	5352.79	-10829.7231927	-1080.28955536	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	1.1604804993	-0.583052405	1.6263585091	-0.8697067211	-0.5370195267	1.6181402206	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	-59.2812955354	1133.76	1407.24027842	2426.50059805	5979.78033849	1832.48277319	8048.95349165	7618.25699746	1517.57495302	2248.84613952	6288.24127907
hb_chr3R_4541544_4542544	Dl09_1000	62.9	-4.0490342687	-1.071117458	-2.1997145519	-0.1355	-1.9519128885	-2.826286439	2540.41	2184.8	1209.53	-1.8820256979	4.113509275	574	-92.1272047072	-0.5039210594	-0.6117277838	1.4501132965	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	2.2973980904	-808.162744989	-51.654581424	1942.22	-634.173214937	2869.74	-658.634837531	1	-0.2961448371	-59.2812955354	-784.212239968	1267.79783394	645.874287311	6591.58061292	-1515.74191661	7847.52209365	284.066587643	-19.3	1937.34011959	6452.92382878
Kni_chr3L_20671316_20672316	Dl09_1000	-488.754195154	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	2478.6	-10829.7231927	-1080.28955536	6	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.3579668999	-0.583052405	-0.8876096928	-0.8697067211	0.8219189644	1.7834985256	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	-59.2812955354	-784.212239968	1315.1184379	4514.78055858	6979.16000519	1061.92205882	8021.36694375	8244.44280986	1691.22371423	1256.80778032	7168.28253903
Kni_chr3L_20680269_20681269	Dl09_1000	-488.754195154	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	1492.73	-10829.7231927	-1080.28955536	3.81	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.398140192	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	1.7439160347	1616.01	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	62.3927	-784.212239968	2994.69222112	3909.0472352	7003.35313842	916.407004344	8021.36694375	8244.44280986	780.835516442	1624.23933185	7168.28253903
Kni_chr3L_20688613_20689613	Dl09_1000	4116.1	19.39	15.28	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	10062.75	4642.06	4950.26	18	15.067526236	-138.540774638	-92.1272047072	8.5356488226	3.6492362022	2.292719841	8.9285335541	8.0429306031	4.6274380684	6.3245801926	5.7935285568	2242.76	715.185	1954.74	3996.65	3960.26	1329.45	1	4	312.75956	2342.28	1464.15734344	2166.2049352	7003.35313842	709.134086629	8021.36694375	8129.14841329	550.657525084	755.949160439	7168.28253903
eve_chr2R_5842649_5843649	Dl09_1000	443.3	-4.0490342687	-1.071117458	-0.634	0.2345	-1.9519128885	-0.059	2676.4	2543.96	1296.77	-1.8820256979	1.165407647	-138.540774638	245	-0.5039210594	-0.6117277838	2.0740456581	-0.583052405	-0.8876096928	1.1361093521	-0.5370195267	1.5416517257	1616.01	-51.654581424	-704.086730004	1202.08	-1098.73702073	1355.62	-0.3207914114	-0.2961448371	24.0504	-784.212239968	1763.17297125	2654.42659446	6563.12941052	584.17097561	7719.68646523	8032.83635284	939.396774194	1192.01366982	6481.66924547
eve_chr2R_5847617_5848617	Dl09_1000	1096.1	7.27	-1.071117458	-2.1997145519	-4.1990460938	-0.084	-2.826286439	1270.21	2271.49	2655.86	5.52	6	445	276	-0.5039210594	2.0320448875	1.6629595757	-0.583052405	-0.8876096928	0.8006157875	-0.5370195267	6.3757476807	1252.86	-51.654581424	977.37	4399.27	1207.46	5671.14	-0.3207914114	2	722.769	1283.27	2236.59280576	3101.14203013	6563.12941052	514.5	8047.65034505	8032.83635284	1671.2	1544.17432297	6481.66924547
eve_chr2R_5856443_5857443	Dl09_1000	263.2	4.93	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	1220.76	2296.27	1595.89	2.94	0.605917977	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	1.4937591553	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	2.0012292862	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	2	-0.2961448371	110.6042	-784.212239968	2383.84483182	2880.9046841	6665.76848719	1795.42699151	7898.46008799	7840.73697586	1372.27815129	2284.89013786	6768.95796848
eve_chr2R_5867907_5868907	Dl09_1000	9513.4	41.82	28.83	4.014	5.9485	4.782	5.724	6227.4	6641.1	1197.06	30.44	24.220136282	820	683	9.1292085647	8.3890104293	3.2372131348	8.5142483711	12.3577671051	10.771159172	5.2468166351	7.5188803673	1666.1	1132.955	4347.77	6766.83	7180.86	7183.81	3	9	434.3825	2566.54	2782.83040489	2644.02846902	6665.76848719	2084.40269408	8515.07370423	-1512.48577513	2114.79179615	1915.06347656	7367.05031725
brk_chrX_7179152_7181152	Dl09_2000	84.7	-4.0490342687	-1.071117458	1.099	1.4865	-1.9519128885	0.651	1220.76	1092.4	1209.53	-1.8820256979	1.385609053	318	-92.1272047072	-0.5039210594	-0.6117277838	1.7323923111	2.6170692444	2.2740426063	-0.8697067211	-0.5370195267	0.563501358	2518.25	213.945	952.33	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	-59.2812955354	-784.212239968	702.652	1368.96106076	5508.66903106	478.018271955	7467.23997238	5567.73663288	319.931955645	574.131491213	5619.11344796
brk_chrX_7188319_7190319	Dl09_2000	1967.8	39.93	4.8	1.747	2.236	1.185	1.021	7608.88	1228.63	5249.39	15.95	14.552092989	-138.540774638	432	3.0830516815	5.2536520958	2.5519652367	2.8587055206	4.5694031715	-0.8697067211	5.6250081062	11.2653656006	2781.23	449.86	2505.73	-634.173214937	7193.84	1290.19	3	2	304.9866	1220.98	896.903081761	498.299628642	5437.30979041	373.169467358	7467.23997238	7536.04626726	143.98102518	78.5857894737	5069.41586285
brk_chrX_7192891_7194891	Dl09_2000	564.1	5.38	-1.071117458	-2.1997145519	-0.4825	-1.9519128885	-2.826286439	-11421.256804	1228.63	2531.22	2.55	3.081969663	-138.540774638	187	-0.5039210594	-0.6117277838	2.2297449112	-0.583052405	-0.8876096928	1.050652504	0.9314813614	1.8131861686	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	1394.88	1	1	69.803	-784.212239968	1101.6293499	530.735785953	5874.26923453	605.806285714	7467.23997238	7604.61040712	927.839339019	738.659936306	6421.3565288
brk_chrX_7200012_7202012	Dl09_2000	919.3	10.05	-1.071117458	0.11	1.372	-1.9519128885	1.248	1406.19	2519.19	3865.39	7.92	5.15490196	-138.540774638	221	-0.5039210594	-0.6117277838	3.3568906784	-0.583052405	2.176970005	3.0392551422	1.038151741	3.1514825821	-808.162744989	-51.654581424	-704.086730004	-634.173214937	1467.36	-658.634837531	1	1	224.3346	1121.31	1114.0147813	1181.58567775	5982.81938676	457.173391974	6879.1189685	6764.81394158	1035.81515306	680.745684127	6421.3565288
brk_chrX_7214509_7216509	Dl09_2000	2093.7	20.25	4.91	0.895	1.1965	-1.9519128885	0.046	11815.09	2358.18	9052.46	13.09	6	295	267	3.3660674095	2.8430867195	3.1426887512	2.7490310669	4.2362704277	3.8751306534	8.8230757713	6.5937333107	6840.36	702.085	2054.92	-634.173214937	5505.58	-658.634837531	2	3	623.8526	4460.31	1933.51943356	1552.93889799	5973.18275989	959.230430887	7460.64880152	7736.56432044	1079.28487179	1570.27028037	4935.52560647
brk_chrX_7228645_7230645	Dl09_2000	431.4	13.59	-1.071117458	-2.1997145519	1.398	-1.9519128885	0.257	2565.14	1216.25	1234.45	12.2	6.653816404	591	460	-0.5039210594	-0.6117277838	2.5491628647	-0.583052405	2.3587002754	-0.8697067211	-0.5370195267	4.9462528229	-808.162744989	-51.654581424	-704.086730004	-634.173214937	1259.44	-658.634837531	-0.3207914114	-0.2961448371	12.7216	1308.19	322.957088123	294.872830749	5895.13869388	34.4886910491	7560.57549421	7461.58492737	17.1352256186	121.853132678	5807.04602415
rho_chr3L_1442485_1444485	Dl09_2000	-488.754195154	3.94	-1.071117458	0.47	-4.1990460938	-1.9519128885	0.17	-11421.256804	-10829.7231927	2493.83	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.4251537323	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	0.6703596115	1478.27	-51.654581424	1929.69	1202.08	1311.42	1407.97	-0.3207914114	-0.2961448371	-59.2812955354	2579.01	1439.0105196	3133.39722796	6157.42071107	808.11496945	7502.67051698	7401.18065504	1037.25	1105.86799313	6351.78830811
rho_chr3L_1446321_1448321	Dl09_2000	930.2	7.73	-1.071117458	-0.068	1.8565	-1.9519128885	0.116	-11421.256804	1216.25	-1080.28955536	5.15	-1.7120711804	-138.540774638	204	-0.5039210594	2.0046653748	1.0537323952	-0.583052405	2.6027097702	-0.8697067211	0.9066991806	1.3389410972	-808.162744989	-51.654581424	964.85	3172.79	3765.33	3522.64	-0.3207914114	-0.2961448371	-59.2812955354	-784.212239968	777.513086891	2478.25550977	6340.31216362	760.65693194	7502.67051698	7401.18065504	899.875453824	652.019773025	6351.78830811
rho_chr3L_1455497_1457497	Dl09_2000	196.8	3.74	-1.071117458	1.329	0.6235	-1.9519128885	0.95	3983.69	-10829.7231927	1197.06	9.1	6.833037336	-138.540774638	-92.1272047072	0.960226059	-0.6117277838	1.2243499756	2.2892861366	-0.8876096928	5.3181676865	0.9741687775	4.8958699703	1115.12	-51.654581424	964.85	-634.173214937	2583.86	-658.634837531	-0.3207914114	-0.2961448371	336.5458	1245.9	1572.64700627	2824.27011932	6292.40865354	971.115581244	7502.67051698	7401.18065504	824.054992968	818.645338983	6351.78830811
rho_chr3L_1462632_1464632	Dl09_2000	1291.8	15.59	4.66	1.12	1.972	-1.9519128885	1.411	7967.38	2370.57	2967.44	8.07	6.510090715	-138.540774638	320	1.7550730705	1.6685671806	2.2187271118	2.2661995888	4.7513985633	3.024261713	7.509973526	8.6446723938	2418.07	654.265	1090.07	1214.28	3064.67	3805.13	1	1	258.2924	2417.04	503.721788985	2784.61068559	6619.87998588	423.687764933	7502.67051698	4033.33611976	531.104431977	506.089441152	6351.78830811
rho_chr3L_1478601_1480601	Dl09_2000	939.9	5.58	-1.071117458	1.132	0.9955	-1.9519128885	-0.031	1270.21	-10829.7231927	1221.99	5.7	0.665540217	-138.540774638	268	-0.5039210594	-0.6117277838	2.0273084641	2.3538818359	1.7419157028	3.2459259033	0.6614842415	4.0127267837	-808.162744989	-51.654581424	-704.086730004	1226.48	-1098.73702073	-658.634837531	-0.3207914114	-0.2961448371	133.1106	-784.212239968	1274.91818578	2708.04765886	6619.87998588	454.781879195	7760.00971227	7976.13758509	379.125125628	137.258662255	6351.78830811
rho_chr3L_1484649_1486649	Dl09_2000	123.6	-4.0490342687	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	1458.8	-1.8820256979	-1.7120711804	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.6886415482	-0.583052405	-0.8876096928	-0.8697067211	-0.5370195267	-1.6743389457	-808.162744989	-51.654581424	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	1	-0.2961448371	-59.2812955354	-784.212239968	1479.75865052	1689.77553476	4414.57505064	601.277813163	5422.73310532	5386.48574665	722.948411017	552.682832618	3934.54911575
sog_chrX_15501380_15503380	Dl09_2000	1715.6	10.9	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	1183.67	2147.65	3852.92	6	-1.7120711804	-138.540774638	205	-0.5039210594	1.7501754761	2.1232318878	-0.583052405	-0.8876096928	3.358956337	2.7290644646	3.9735507965	2493.21	-51.654581424	-704.086730004	4399.27	2609.85	3260.9	1	2	22.5458	1270.81	1210.07575619	3896.21354512	6806.85709838	2111.08127556	7253.88801742	7457.30105749	1247.28551256	2023.05479633	5839.20188732
sog_chrX_15519377_15521377	Dl09_2000	1911.2	13.88	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	3946.61	2147.65	2456.45	6	4.920818754	-138.540774638	-92.1272047072	2.3189630508	2.1325831413	1.8096175194	2.7541308403	1.6367964745	-0.8697067211	4.7460870743	4.7028050422	5825.41	500.355	4335.24	1690.1	5895.43	1512.67	-0.3207914114	1	151.4775	-784.212239968	434.65	620.182797971	4196.92331253	289.106360424	7253.88801742	7457.30105749	475.8	349.5	4419.25064087
sog_chrX_15540021_15542021	Dl09_2000	3288.8	28.88	6.85	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	5377.51	1117.17	-1080.28955536	6	6	429	223	2.5759067535	3.9179930687	2.9135022163	3.2103228569	1.9363908767	3.0505275726	6.4992985726	8.6422290802	3783.63	441.975	-704.086730004	5479.34	1415.38	4132.3	1	1	687.16	2616.38	1630.12827683	1437.57589455	4779.2591419	247.20309973	6841.84045881	4172.74826542	302.251836969	588.386223862	4570.25180558
sna_chr2L_15470317_15472317	Dl09_2000	472.6	6.62	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	1.257	1282.57	1216.25	1209.53	4.19	5.397940009	-138.540774638	-92.1272047072	-0.5039210594	1.7355837822	1.3777382374	-0.583052405	-0.8876096928	4.306289196	-0.5370195267	4.3556520939	-808.162744989	211.04	1315.48	-634.173214937	1246.45	-658.634837531	1	1	120.356	2367.21	1894.79838116	2540.42987348	6454.52403393	1039.23332703	7875.14849068	8136.29166337	1443.39903534	682.212140992	6745.86958119
sna_chr2L_15474243_15476243	Dl09_2000	450.2	4.28	-1.071117458	-2.1997145519	-4.1990460938	-1.9519128885	-2.826286439	-11421.256804	-10829.7231927	1334.16	2.64	3.156767222	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	0.7820124626	1.8253712654	5.3072600365	-0.8697067211	0.9258813858	1.4956183433	-808.162744989	-51.654581424	-704.086730004	-634.173214937	2791.77	-658.634837531	-0.3207914114	1	-59.2812955354	-784.212239968	2277.56874302	3532.33022636	6454.52403393	1506.52456973	7875.14849068	8136.29166337	1304.92193316	617.372965469	6839.00899685
sna_chr2L_15479867_15481867	Dl09_2000	5257.9	23.03	4.39	2.418	1.943	0.828	4.077	9670.27	1117.17	2443.98	12	17.99730015	-138.540774638	606	2.4068827629	2.6142411232	2.7501630783	2.472032547	6.4503669739	2.7403459549	7.0987672806	8.9790687561	7817.72	763.81	-704.086730004	7108.44	1220.46	6129.19	1	3	569.215	3961.94	2374.26038636	3276.6655039	6454.52403393	1561.88311688	7875.14849068	7856.64474501	1727.24049001	875.687963921	6991.53312303
sna_chr2L_15485348_15487348	Dl09_2000	3502.8	14.85	4.28	1.26	1.7065	-1.9519128885	0.716	3822.98	1265.79	3753.22	6	6	-138.540774638	-92.1272047072	0.6955165863	2.4746322632	2.6046538353	2.7415151596	4.1850023269	4.7911396026	5.968585968	10.0035476685	1227.82	404.525	2205.19	2977.58	2778.78	1565.01	1	1	2343.178	3550.81	1316.00408121	2786.01002986	6454.52403393	1245.59620436	7875.14849068	7856.64474501	944.851949369	777.644707621	6268.75545036
sna_chr2L_15490842_15492842	Dl09_2000	272.4	7.8	4.58	0.47	0.9485	-1.9519128885	-0.112	1245.48	1241.02	-1080.28955536	6	8.63601217	-138.540774638	-92.1272047072	-0.5039210594	-0.6117277838	2.5323624611	1.9499082565	3.2237820625	3.2607693673	1.8585879803	6.1870694161	2969.06	201.62	1140.16	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	210.7134	-784.212239968	1714.17419424	3354.25545477	6454.52403393	987.1	7721.15988868	7856.64474501	1227.9	1052.40692308	6307.43399747
sna_chr2L_15498645_15500645	Dl09_2000	62.4	4.03	-1.071117458	-0.942	-4.1990460938	-1.9519128885	-0.348	3847.7	-10829.7231927	1234.45	3.07	-1.7120711804	424	-92.1272047072	-0.5039210594	-0.6117277838	2.5117015839	-0.583052405	-0.8876096928	1.8282928467	-0.5370195267	1.4537053108	1328	276.57	-704.086730004	-634.173214937	-1098.73702073	-658.634837531	-0.3207914114	1	59.0396	1582.29	414.611751152	561.015083896	6454.52403393	185.292652672	7721.15988868	7808.4922955	61.2869565217	180.55	5508.7172461
